月描述,乘用销售区域,乘用销售分部,客户编码,客户名称,产品大类,花纹,轮辋（乘用）,车型,规格,品牌（中文）,销售订单数量
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiComfort Winter50SUV,17,SUV,225/65R17,佳通,200
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,8
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiTaxi 900,13,轿车,165/70R13,佳通,630
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiTaxi 900,14,轿车,175/70R14,佳通,700
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiTaxi 900,14,轿车,185/60R14,佳通,420
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiTaxi 900,15,轿车,185/65R15,佳通,300
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiTaxi 900,15,轿车,195/55R15,佳通,400
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiTaxi 900,15,轿车,195/60R15,佳通,400
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiTaxi 900,15,轿车,195/65R15,佳通,400
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiTaxi 900,16,轿车,205/55R16,佳通,400
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiUtility 668 V1,16,LTR,7.00R16 LT,佳通,80
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiVan 600,14,小商用,185R14C LT,佳通,20
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiVan 600,15,小商用,205/70R15C LT,佳通,4
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiVan 600A,13,小商用,165R13C LT,佳通,20
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiVan 600V1,14,小商用,165R14C LT,佳通,10
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,GitiVan 600V1,14,小商用,215/75R14C LT,佳通,40
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,MAXWAY,15,4×4,215/75R15,佳通,40
2020-12,东北区,辽宁,CKH0024023,沈阳锐威捷商贸有限公司,101半钢外胎,SAVERO HT PLUS,16,4×4,235/70R16,佳通,200
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,5
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort 228v1,16,轿车,205/65R16,佳通,48
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort 228v1,16,轿车,215/60R16,佳通,712
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort 228v1,16,轿车,225/55ZR16,佳通,68
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort 228v1,17,轿车,205/50R17,佳通,108
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort 228v1,17,轿车,215/50R17,佳通,264
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort 228v1,17,轿车,225/55R17,佳通,144
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort 228v1,17,轿车,235/45ZR17,佳通,20
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort 228v1,17,轿车,235/50R17,佳通,12
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort 520V1,18,SUV,235/65R18,佳通,2
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort F22,16,轿车,205/55R16,佳通,8
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort F22,16,轿车,205/65R16,佳通,8
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort F22,16,轿车,215/60R16,佳通,20
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort F22,17,轿车,225/50R17,佳通,12
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort F50,17,SUV,225/65R17,佳通,85
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort F50,18,SUV,225/55R18,佳通,24
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort T20,15,轿车,175/65R15,佳通,40
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiComfort T20,15,轿车,185/55R15,佳通,20
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiControl 288 RunFlat,19,轿车,245/45ZRF19,佳通,2
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiControl SUV880,20,SUV,245/45ZR20,佳通,1
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,96
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiTaxi 900,13,轿车,165/70R13,佳通,21
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiUtility Winter 658,16,LTR,7.00R16 LT,佳通,40
2020-12,东北区,辽宁,CKH0024027,沈阳市铁西区鸿运福轮胎商行,101半钢外胎,GitiVan 600,15,小商用,205/70R15C LT,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,Giti4×4 AT100,15,4×4,LT225/75R15,佳通,10
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,Giti4×4 AT100,15,4×4,LT235/75R15,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,Giti4×4 AT100,16,4×4,LT235/70R16,佳通,75
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,Giti4×4 AT100,16,4×4,LT265/70R16,佳通,12
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,Giti4×4 AT100,17,4×4,LT245/70R17,佳通,4
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,Giti4×4 AT100,17,4×4,LT265/65R17,佳通,11
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,Giti4×4 AT70,17,4×4,LT265/65R17,佳通,5
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 225,16,轿车,205/55R16,佳通,10
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 225,17,轿车,215/55R17,佳通,20
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228,15,轿车,185/60R15,佳通,100
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228,15,轿车,185/65R15,佳通,100
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228,15,轿车,195/60R15,佳通,50
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228,15,轿车,205/65R15,佳通,10
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228,16,轿车,195/55R16,佳通,40
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,204
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228,16,轿车,215/55R16,佳通,10
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228v1,16,轿车,215/60R16,佳通,236
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228v1,16,轿车,225/55ZR16,佳通,36
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228v1,17,轿车,215/50R17,佳通,48
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 228v1,17,轿车,225/55R17,佳通,36
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort 520V1,21,SUV,255/45R21,佳通,4
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort F22,16,轿车,205/55R16,佳通,12
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort F22,16,轿车,215/60R16,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort F50,16,SUV,215/65R16,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort F50,18,SUV,235/65R18,佳通,4
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort F50,19,SUV,235/60R19,佳通,4
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort SUV 520,17,SUV,225/65R17,佳通,60
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort SUV 520,18,SUV,225/60R18,佳通,20
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort T20,13,轿车,175/70R13,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort T20,14,轿车,165/70R14,佳通,12
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort T20,14,轿车,175/60R14,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort T20,14,轿车,175/65R14,佳通,22
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort T20,14,轿车,185/65R14,佳通,21
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort T20,14,轿车,185/70R14,佳通,2
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort T20,15,轿车,175/65R15,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort T20,15,轿车,185/60R15,佳通,40
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort Winter20,15,轿车,195/65R15,佳通,47
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiComfort Winter20,16,轿车,205/60R16,佳通,40
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiControl 288,17,轿车,225/55R17,佳通,4
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiControl 288,19,轿车,255/40ZR19,佳通,2
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiSynergy E1,15,轿车,185/60R15,佳通,32
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiSynergy E1,15,轿车,185/65R15,佳通,24
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiSynergy E1,15,轿车,195/55R15,佳通,4
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiSynergy E1,15,轿车,195/60R15,佳通,20
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiSynergy E1,15,轿车,195/65R15,佳通,32
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,32
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiTaxi 900,13,轿车,165/70R13,佳通,105
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiTaxi 900,14,轿车,165/70R14,佳通,20
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiTaxi 900,14,轿车,175/70R14,佳通,280
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiTaxi 900,14,轿车,185/60R14,佳通,105
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiTaxi 900,14,轿车,195/60R14,佳通,10
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiTaxi 900,15,轿车,185/65R15,佳通,100
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiTaxi 900,15,轿车,195/55R15,佳通,40
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiTaxi 900,15,轿车,195/60R15,佳通,100
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiTaxi 900,15,轿车,195/65R15,佳通,200
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiTaxi 900,16,轿车,205/55R16,佳通,40
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiUtility 660,15,LTR,6.50R15 LT,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiUtility 668 V1,14,LTR,6.00R14 LT,佳通,20
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiUtility 668 V1,16,LTR,6.50R16 LT,佳通,80
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiUtility 668 V1,16,LTR,7.00R16 LT,佳通,40
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiUtility Winter 658,16,LTR,7.00R16 LT,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600,12,小商用,145R12C LT,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600,14,小商用,185R14C LT,佳通,20
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600,15,小商用,195R15C LT,佳通,4
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600A,13,小商用,165/70R13C LT,佳通,21
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600A,13,小商用,165R13C LT,佳通,6
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600V1,14,小商用,165R14C LT,佳通,8
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600V1,14,小商用,175/70R14C LT,佳通,40
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600V1,14,小商用,175R14C LT,佳通,17
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600V1,14,小商用,215/75R14C LT,佳通,20
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600V1,15,小商用,195/70R15C LT,佳通,40
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600V1,15,小商用,225/70R15C LT,佳通,5
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiVan 600V1,16,小商用,215/75R16C LT,佳通,20
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiWingro,14,轿车,175/65R14,佳通,21
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiWingro,14,轿车,185/65R14,佳通,42
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,GitiWingro,15,轿车,205/70R15,佳通,12
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,SAVERO HT PLUS,16,4×4,235/70R16,佳通,60
2020-12,东北区,辽宁,CKH0024034,沈阳市铁西区飞腾达轮胎商店,101半钢外胎,SAVERO HT PLUS,16,4×4,245/70R16,佳通,40
2020-12,东北区,辽宁,CKH0024321,沈阳佳宏天成商贸有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/60R15,佳通,4
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,Giti4×4 HT152,19,4×4,245/55R19,佳通,4
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiComfort 221,14,轿车,185/65R14,佳通,21
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiComfort 228,16,轿车,205/55R16,佳通,2
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,215/60R16,佳通,40
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiComfort 228v1,16,轿车,225/55ZR16,佳通,4
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiComfort 228v1,17,轿车,215/50R17,佳通,4
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiComfort F22,17,轿车,215/55R17,佳通,16
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiComfort F50,16,SUV,215/65R16,佳通,8
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiComfort F50,17,SUV,225/65R17,佳通,97
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiComfort F50,18,SUV,215/55R18,佳通,12
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiComfort Winter20,15,轿车,195/60R15,佳通,4
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiControl 288,17,轿车,225/45R17,佳通,4
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiControl 288,18,轿车,245/45ZR18,佳通,4
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/60R15,佳通,28
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiSynergy E1,15,轿车,185/65R15,佳通,40
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/55R15,佳通,16
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiSynergy E1,15,轿车,195/65R15,佳通,60
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiSynergy E1,16,轿车,205/55R16,佳通,36
2020-12,东北区,辽宁,CKH0411070,大连华通轮胎有限公司,101半钢外胎,GitiTaxi 900,14,轿车,195/60R14,佳通,3
2020-12,东北区,辽宁,CKH0411105,大连市甘井子区新顺汽车用品经销处,101半钢外胎,Giti4×4 HT152,19,4×4,245/55R19,佳通,20
2020-12,东北区,辽宁,CKH0411105,大连市甘井子区新顺汽车用品经销处,101半钢外胎,GitiComfort 220 v1,14,轿车,175/70R14,佳通,189
2020-12,东北区,辽宁,CKH0411105,大连市甘井子区新顺汽车用品经销处,101半钢外胎,GitiComfort 228,15,轿车,185/60R15,佳通,160
2020-12,东北区,辽宁,CKH0411105,大连市甘井子区新顺汽车用品经销处,101半钢外胎,GitiComfort 228,15,轿车,185/65R15,佳通,30
2020-12,东北区,辽宁,CKH0411105,大连市甘井子区新顺汽车用品经销处,101半钢外胎,GitiComfort 228,15,轿车,195/65R15,佳通,50
2020-12,东北区,辽宁,CKH0411105,大连市甘井子区新顺汽车用品经销处,101半钢外胎,GitiComfort 228v1,16,轿车,205/65R16,佳通,40
2020-12,东北区,辽宁,CKH0411105,大连市甘井子区新顺汽车用品经销处,101半钢外胎,GitiComfort 228v1,16,轿车,215/60R16,佳通,152
